ds,statefips,y,yhat,yhat_upper,yhat_lower
2021-07-15,26,0.103,0.13513696,0.22041923,0.059022654
2021-07-16,26,0.104,0.13284795,0.21555337,0.057337955
2021-07-17,26,0.106,0.13448444,0.21151929,0.05401472
2021-07-18,26,0.108,0.13554417,0.21634306,0.05057184
2021-07-19,26,0.107,0.13415536,0.20936777,0.053944904
2021-07-20,26,0.108,0.13486536,0.21345747,0.056425616
2021-07-21,26,0.106,0.13493432,0.21136865,0.060683325
2021-07-22,26,0.101,0.13529533,0.20995443,0.05690911
2021-07-23,26,0.109,0.13300632,0.205524,0.055521026
2021-07-24,26,0.119,0.13464281,0.20806706,0.056795362
2021-07-25,26,0.123,0.13570254,0.21496257,0.0573202
2021-07-26,26,0.124,0.13431373,0.21055733,0.057675447
2021-07-27,26,0.124,0.13502373,0.21216601,0.054781303
2021-07-28,26,0.125,0.13509269,0.21792565,0.05341193
2021-07-29,26,0.128,0.1354537,0.21585812,0.06396088
2021-07-30,26,0.122,0.13316469,0.21575332,0.05566397
2021-07-31,26,0.116,0.13480118,0.21399789,0.05397086
2021-08-01,26,0.119,0.1358609,0.21461535,0.06292741
2021-08-02,26,0.112,0.1344721,0.21365845,0.06014916
2021-08-03,26,0.12,0.1351821,0.21143594,0.055746935
2021-08-04,26,0.128,0.13525106,0.21264942,0.06171163
2021-08-05,26,0.127,0.13561207,0.21739663,0.06240411
2021-08-06,26,0.13,0.13332306,0.20981368,0.05929345
2021-08-07,26,0.138,0.13495955,0.21208985,0.059550606
2021-08-08,26,0.142,0.13601927,0.21274695,0.06295879
2021-08-09,26,0.148,0.13463047,0.21373084,0.06152174
2021-08-10,26,0.144,0.13534045,0.21460819,0.056329817
2021-08-11,26,0.135,0.13540943,0.20662323,0.0585406
2021-08-12,26,0.128,0.13577044,0.2179487,0.05906493
2021-08-13,26,0.127,0.13348143,0.21432401,0.052785233
2021-08-14,26,0.12,0.13511792,0.21274185,0.054157075
2021-08-15,26,0.111,0.13617763,0.21223459,0.058249388
2021-08-16,26,0.115,0.13478884,0.2110373,0.054820262
2021-08-17,26,0.116,0.13549882,0.2253905,0.053616628
2021-08-18,26,0.124,0.1355678,0.21430087,0.058802873
2021-08-19,26,0.136,0.13592881,0.22240756,0.056540377
2021-08-20,26,0.13,0.1336398,0.21051706,0.04507381
2021-08-21,26,0.124,0.13527629,0.21355876,0.057707656
2021-08-22,26,0.116,0.136336,0.21620919,0.057255875
2021-08-23,26,0.0987,0.13494721,0.20702359,0.051243637
2021-08-24,26,0.101,0.13565719,0.21802744,0.064269885
2021-08-25,26,0.0962,0.13572617,0.21829835,0.05461669
2021-08-26,26,0.0954,0.13608718,0.21207298,0.061265092
2021-08-27,26,0.0966,0.13379817,0.20940258,0.057465438
2021-08-28,26,0.102,0.13543466,0.2177102,0.05531112
2021-08-29,26,0.122,0.13649437,0.21177822,0.059838764
2021-08-30,26,0.123,0.13510558,0.21397719,0.05378277
2021-08-31,26,0.111,0.13581556,0.21479815,0.059353776
2021-09-01,26,0.119,0.13588454,0.21476875,0.05882533
2021-09-02,26,0.15,0.13624555,0.20665756,0.05787001
2021-09-03,26,0.128,0.13395654,0.21161366,0.05573006
2021-09-04,26,0.136,0.13559303,0.215151,0.061240032
2021-09-05,26,0.128,0.13665274,0.2171857,0.058006253
2021-09-06,26,0.14,0.13526395,0.21575968,0.052336622
2021-09-07,26,0.128,0.13597393,0.2133856,0.056128137
2021-09-08,26,0.126,0.13604291,0.21633714,0.061288454
2021-09-09,26,0.122,0.13640392,0.21386343,0.058930676
2021-09-10,26,0.112,0.1341149,0.20680708,0.05338404
2021-09-11,26,0.107,0.1357514,0.2100793,0.060321756
2021-09-12,26,0.112,0.1368111,0.21482337,0.053772174
2021-09-13,26,0.11,0.13542232,0.21233436,0.059013955
2021-09-14,26,0.112,0.1361323,0.21027637,0.060553133
2021-09-15,26,0.104,0.13620128,0.21295802,0.061008368
2021-09-16,26,0.102,0.13656229,0.21521392,0.06349128
2021-09-17,26,0.115,0.13427328,0.21485682,0.057457164
2021-09-18,26,0.132,0.13590977,0.21349825,0.055781495
2021-09-19,26,0.14,0.13696948,0.21880522,0.061499547
2021-09-20,26,0.151,0.13558069,0.21791776,0.05748469
2021-09-21,26,0.16,0.13629067,0.21915452,0.054278176
2021-09-22,26,0.155,0.13635965,0.21223052,0.05106036
2021-09-23,26,0.161,0.13672066,0.21712478,0.056661684
2021-09-24,26,0.155,0.13443165,0.2128877,0.05170248
2021-09-25,26,0.146,0.13606814,0.21652694,0.057776697
2021-09-26,26,0.141,0.13712785,0.2140204,0.05609016
2021-09-27,26,0.144,0.13573906,0.21154861,0.05187009
2021-09-28,26,0.138,0.13644904,0.21615478,0.05267956
2021-09-29,26,0.138,0.13651802,0.2156109,0.056621004
2021-09-30,26,0.132,0.13687903,0.21230215,0.06376393
2021-10-01,26,0.133,0.13459001,0.20823053,0.060153034
2021-10-02,26,0.141,0.1362265,0.20927459,0.06450073
2021-10-03,26,0.136,0.13728622,0.21050365,0.054923188
2021-10-04,26,0.135,0.13589743,0.2155251,0.059965305
2021-10-05,26,0.149,0.13660741,0.21391292,0.058437083
2021-10-06,26,0.151,0.13667639,0.21888626,0.058379024
2021-10-07,26,0.155,0.1370374,0.21477574,0.061388005
2021-10-08,26,0.154,0.13474838,0.21113332,0.05139704
2021-10-09,26,0.151,0.13638487,0.2172521,0.060373582
2021-10-10,26,0.158,0.13744459,0.2071206,0.06278631
2021-10-11,26,0.156,0.1360558,0.21189673,0.059827983
2021-10-12,26,0.142,0.13676578,0.2192876,0.06368287
2021-10-13,26,0.137,0.13683476,0.21515933,0.057505567
2021-10-14,26,0.136,0.13719577,0.21217276,0.059147608
2021-10-15,26,0.128,0.13490675,0.21701716,0.06312714
2021-10-16,26,0.136,0.13654324,0.21121906,0.057709564
2021-10-17,26,0.145,0.13760296,0.22131015,0.058512952
2021-10-18,26,0.126,0.13621417,0.20661636,0.053468544
2021-10-19,26,0.128,0.13692415,0.21460107,0.05987929
2021-10-20,26,0.133,0.13699313,0.2161893,0.061486263
2021-10-21,26,0.138,0.13735414,0.21459736,0.057509426
2021-10-22,26,0.14,0.13506512,0.21302617,0.059946466
2021-10-23,26,0.14,0.13670161,0.22588828,0.05993724
2021-10-24,26,0.148,0.13776132,0.21788843,0.058240138
2021-10-25,26,0.139,0.13637254,0.21493432,0.06070829
2021-10-26,26,0.152,0.13708252,0.2113378,0.06266864
2021-10-27,26,0.154,0.13715148,0.21647823,0.056616034
2021-10-28,26,0.166,0.1375125,0.21183914,0.05610086
2021-10-29,26,0.164,0.1352235,0.21156372,0.059280034
2021-10-30,26,0.143,0.13685998,0.21725485,0.057885267
2021-10-31,26,0.133,0.1379197,0.21660288,0.06166009
2021-11-01,26,0.134,0.1365309,0.21518467,0.05852601
2021-11-02,26,0.129,0.13724089,0.21559459,0.05758641
2021-11-03,26,0.13,0.13730985,0.21102986,0.061013166
2021-11-04,26,0.117,0.13767087,0.2175929,0.06270474
2021-11-05,26,0.117,0.13538185,0.213306,0.060498692
2021-11-06,26,0.139,0.13701835,0.21789661,0.05950569
2021-11-07,26,0.148,0.13807806,0.21955875,0.056724377
2021-11-08,26,0.147,0.13668928,0.22058554,0.06948123
2021-11-09,26,0.134,0.13739926,0.21821351,0.05491457
2021-11-10,26,0.134,0.13746822,0.22031106,0.06154428
2021-11-11,26,0.149,0.13782924,0.2151364,0.06166809
2021-11-12,26,0.147,0.13554022,0.21730193,0.058062173
2021-11-13,26,0.15,0.13717672,0.21328473,0.061946847
2021-11-14,26,0.149,0.13823643,0.21164982,0.061078142
2021-11-15,26,0.151,0.13684765,0.2152263,0.05752438
2021-11-16,26,0.155,0.13755763,0.21582685,0.06510444
2021-11-17,26,0.147,0.13762659,0.21580166,0.058975264
2021-11-18,26,0.145,0.1379876,0.21628326,0.06381683
2021-11-19,26,0.146,0.13569859,0.21679522,0.05447117
2021-11-20,26,0.147,0.13733509,0.21680596,0.058932833
2021-11-21,26,0.159,0.1383948,0.21880136,0.063906185
2021-11-22,26,0.161,0.13700601,0.214487,0.059614293
2021-11-23,26,0.16,0.137716,0.21649057,0.055203505
2021-11-24,26,0.125,0.13778496,0.21797124,0.060065497
2021-11-25,26,0.109,0.13814597,0.21450843,0.06872273
2021-11-26,26,0.0655,0.13585696,0.21832256,0.0549416
2021-11-27,26,0.0556,0.13749346,0.2157627,0.0614835
2021-11-28,26,0.115,0.13855317,0.21156238,0.05887386
2021-11-29,26,0.0443,0.13716438,0.21701565,0.064054534
2021-11-30,26,0.11,0.13787436,0.21625939,0.060973357
2021-12-01,26,0.11,0.13794333,0.21039076,0.05589989
2021-12-02,26,0.108,0.13830434,0.2187736,0.058727358
2021-12-03,26,0.138,0.13601533,0.21023154,0.052739557
2021-12-04,26,0.136,0.13765183,0.21837999,0.05948622
2021-12-05,26,0.134,0.13871154,0.2190498,0.05594198
2021-12-06,26,0.11,0.13732275,0.21620503,0.055110138
2021-12-07,26,0.0958,0.13803273,0.2191071,0.06225558
2021-12-08,26,0.0716,0.1381017,0.22022308,0.056462146
2021-12-09,26,0.0757,0.1384627,0.2161434,0.06019503
2021-12-10,26,0.102,0.1361737,0.21514128,0.054626927
2021-12-11,26,0.11,0.1378102,0.2210901,0.06600417
2021-12-12,26,0.127,0.13886991,0.21995944,0.060316503
2021-12-13,26,0.129,0.13748112,0.21554144,0.05818818
2021-12-14,26,0.136,0.1381911,0.21906202,0.058430772
2021-12-15,26,0.168,0.13826007,0.21326798,0.062914945
2021-12-16,26,0.173,0.13862108,0.21693954,0.060370002
2021-12-17,26,0.16,0.13633206,0.2083305,0.056902334
2021-12-18,26,0.152,0.13796856,0.20648769,0.06562309
2021-12-19,26,0.138,0.13902828,0.21496743,0.060171053
2021-12-20,26,0.139,0.1376395,0.21127795,0.06283766
2021-12-21,26,0.138,0.13834947,0.2163102,0.055784497
2021-12-22,26,0.146,0.13841844,0.2169874,0.056114115
2021-12-23,26,0.128,0.13877945,0.21897322,0.061617848
2021-12-24,26,0.146,0.13649043,0.2111709,0.05997089
2021-12-25,26,0.174,0.13812692,0.21508959,0.06156194
2021-12-26,26,0.178,0.13918665,0.21404572,0.061475094
2021-12-27,26,null,0.13779786,0.21448205,0.059020467
2021-12-28,26,null,0.13850784,0.21634106,0.06552382
2021-12-29,26,null,0.1385768,0.21426669,0.06001813
2021-12-30,26,null,0.13893782,0.21968758,0.05928042
2021-12-31,26,null,0.1366488,0.21280943,0.057824377
2022-01-01,26,null,0.1382853,0.21401472,0.06272178
2022-01-02,26,null,0.13934502,0.21322067,0.06646947
2022-01-03,26,null,0.13795622,0.2103377,0.06000676
2022-01-04,26,null,0.13866621,0.22418478,0.063384995
2022-01-05,26,null,0.13873518,0.22082795,0.06350739
2022-01-06,26,null,0.13909619,0.21221535,0.06381748
2022-01-07,26,null,0.13680717,0.21674232,0.0582757
2022-01-08,26,null,0.13844366,0.2085148,0.058867015
2022-01-09,26,null,0.13950339,0.21209607,0.053682953
2022-01-10,26,null,0.13811459,0.21357405,0.061170198
2022-01-11,26,null,0.13882458,0.21383199,0.058278743
2022-01-12,26,null,0.13889354,0.21619493,0.06091771
2022-01-13,26,null,0.13925456,0.2165966,0.06012058
2022-01-14,26,null,0.13696554,0.21881014,0.05559749
2022-01-15,26,null,0.13860203,0.22168007,0.0582103
2022-01-16,26,null,0.13966176,0.21382242,0.05631893
2022-01-17,26,null,0.13827296,0.21907401,0.058101654
2022-01-18,26,null,0.13898295,0.22067297,0.061659634
2022-01-19,26,null,0.13905191,0.21718146,0.05961604
2022-01-20,26,null,0.13941292,0.21512556,0.057030104
2022-01-21,26,null,0.13712391,0.213061,0.060648315
2022-01-22,26,null,0.1387604,0.21931326,0.05717297
2022-01-23,26,null,0.13982013,0.21881807,0.061928377
2022-01-24,26,null,0.13843133,0.21951313,0.06282004
2022-01-25,26,null,0.1391413,0.22122738,0.066064894
2022-01-26,26,null,0.13921028,0.22015058,0.0653024
2022-01-27,26,null,0.1395713,0.21650001,0.056630556
2022-01-28,26,null,0.13728228,0.21406317,0.06043912
2022-01-29,26,null,0.13891877,0.21375418,0.0653842
2022-01-30,26,null,0.13997848,0.22304308,0.065387145
2022-01-31,26,null,0.1385897,0.22029144,0.0606701
2022-02-01,26,null,0.13929968,0.2156654,0.06755445
2022-02-02,26,null,0.13936865,0.21955603,0.058148928
2022-02-03,26,null,0.13972966,0.21869603,0.06362896
2022-02-04,26,null,0.13744065,0.20980953,0.060290985
2022-02-05,26,null,0.13907714,0.21948892,0.06546098
2022-02-06,26,null,0.14013685,0.218762,0.05891864
2022-02-07,26,null,0.13874806,0.21493739,0.061585978
2022-02-08,26,null,0.13945805,0.22055443,0.06120758
2022-02-09,26,null,0.13952702,0.21800992,0.062647425
2022-02-10,26,null,0.13988803,0.21715592,0.063704774
2022-02-11,26,null,0.13759902,0.21825716,0.06089232
2022-02-12,26,null,0.13923551,0.21615109,0.061709728
2022-02-13,26,null,0.14029522,0.21721919,0.068811804
2022-02-14,26,null,0.13890643,0.2143203,0.05911895
2022-02-15,26,null,0.13961641,0.21771125,0.06038134
2022-02-16,26,null,0.13968539,0.21611544,0.063158505
2022-02-17,26,null,0.1400464,0.22215402,0.06390478
2022-02-18,26,null,0.13775739,0.21687725,0.057806436
2022-02-19,26,null,0.13939388,0.22201934,0.05860488
2022-02-20,26,null,0.14045359,0.21831849,0.06361796
2022-02-21,26,null,0.1390648,0.21332276,0.05593093
2022-02-22,26,null,0.13977478,0.2148948,0.060328268
2022-02-23,26,null,0.13984376,0.21564555,0.06359004
2022-02-24,26,null,0.14020477,0.21467283,0.06014923
2022-02-25,26,null,0.13791576,0.2176056,0.057805337
2022-02-26,26,null,0.13955225,0.22185494,0.062025256
2022-02-27,26,null,0.14061196,0.21106187,0.06814025
2022-02-28,26,null,0.13922317,0.21630467,0.057717595
2022-03-01,26,null,0.13993315,0.22157106,0.06033931
2022-03-02,26,null,0.14000213,0.22162935,0.06393346
2022-03-03,26,null,0.14036314,0.22122309,0.06326928
2022-03-04,26,null,0.13807413,0.21803704,0.054465048
2022-03-05,26,null,0.13971062,0.21458817,0.0609521
2022-03-06,26,null,0.14077033,0.22157715,0.0630394
2022-03-07,26,null,0.13938154,0.21600622,0.06587161
2022-03-08,26,null,0.14009152,0.21417232,0.064190544
2022-03-09,26,null,0.1401605,0.22058521,0.06530188
2022-03-10,26,null,0.14052151,0.22065328,0.058441453
2022-03-11,26,null,0.1382325,0.21462907,0.051845998
2022-03-12,26,null,0.13986899,0.21675348,0.06191265
2022-03-13,26,null,0.1409287,0.2195904,0.0640507
2022-03-14,26,null,0.13953991,0.21565008,0.05929557
2022-03-15,26,null,0.1402499,0.21465382,0.06204371
2022-03-16,26,null,0.14031887,0.21622512,0.0627172
2022-03-17,26,null,0.14067988,0.2231751,0.06402757
2022-03-18,26,null,0.13839087,0.2138184,0.062512144
2022-03-19,26,null,0.14002736,0.21431579,0.06274915
2022-03-20,26,null,0.14108707,0.2178137,0.06255074
2022-03-21,26,null,0.13969828,0.21513492,0.06173929
2022-03-22,26,null,0.14040826,0.2125304,0.0596012
2022-03-23,26,null,0.14047724,0.22212426,0.06048307
2022-03-24,26,null,0.14083825,0.2177567,0.060100455
2022-03-25,26,null,0.13854924,0.21616454,0.06095525
2022-03-26,26,null,0.14018573,0.22241963,0.06527377
2020-01-13,28,0.0825,-0.059280105,0.019978765,-0.12882116
2020-01-14,28,0.143,-0.05808956,0.019689774,-0.13780852
2020-01-15,28,0.112,-0.058572408,0.020964235,-0.13837494
2020-01-16,28,0.00701,-0.0574384,0.0243784,-0.13369742
2020-01-17,28,-0.0282,-0.057568233,0.01600598,-0.13921887
2020-01-18,28,-0.0128,-0.056243952,0.022536222,-0.13155498
